teks_bersih,sentimen
uang emas hilang sebab padahal tidak pernah laku transaksi jual emas,Negatif
sering relod ngestak update,Netral
kenapa dana slow respons terus,Netral
transaksi qris dana tidak masuk akun sudah coba tanya customer service hasil nihil customer service dana ogah ogah selesai masalah saya alami,Negatif
aduh dong udh pake dana thn lebih baru rusak gabisa buka jd kemarin hp baru riset hbs bagus up lah aplikasi dana pas pin benar verifikasi wajah tapi pas pencet mlh layar hitam semua jd eror gt padahal pinya sudah bener kenapa tolong dong min soalny pntg banget mau transfer org mlh gabisa buka,Netral
aplikasi lmot susah buka jlk,Negatif
aplikasi otp susah,Netral
padahal aplikasi update tapi kok macet nya tidak tarik tunai baca koneksi internet buruk padahal koneksi internet bagus aja mohon di baik kak mau kirim uang cek detail hasil transfer uang sama tidak masuk hp yang eror aplikasi soal hp,Netral
fitur dana cicil tidak pernah di pakai padahal sering transaksi lewat aplikasi dan lebih parah uang tiba hilang sendiri lebih parah ngadu dana layan hasil nihil buruk banget,Negatif
dana aplikasi simpan duit paling aman hati uang kalian ilang biasa karna bagus up otomatis dana izinin tuju kalian sudah banyak jadi tiktok aj banyak ngeluh soal ni aplikasi,Positif
baik gimana aplikasi dana lama loading bikin kesel aja buruk aplikasi dana tidak bagus,Netral
tidak lagi masuk apl dana bgmn cara mohon solust,Netral
baik,Positif
tidak bagi dana cicil pilih kasih,Netral
dana cicil nya ngk d guna,Netral
buka dana makin susah mau masuk tidak mulu aneh di baik,Negatif
dana makin hancur tidak buka loading satu jam tetap tidak pdahal restart device clear cace data,Netral
tidak yakin benar ataw tidak,Netral
dana tidak buka,Netral
aplikasi tidak banyak potong ribet,Negatif
apasih ngebug an pake wifi selalu gabisa hadeh hadeh,Negatif
fitur dana cicil dana instan akun tidak muncul muncul padahal salah satu fitur bisa bantu tolong aktifin ya mimin dana atas nama akun sperti akun trimakasih,Positif
uang selalu kurang pas cek nyata bayar pt travelindo hari dong gimana cara putusin tidak bayar otomatis pt travelindo kalau putus segera tindak lanjut uang saya habis,Netral
sangat bantu,Positif
percuma dana cicil pakek nya tidak besas tidak tidak asik,Netral
simpan uang dana tidak aman kemaren kena hek alhasil uang lenyap akhir akun tutup uninstall,Netral
buruk aplikasi dana tiba tidak di buka dpng,Negatif
buruk nih dana masak tidak buka dana aneh banget padahal apdet masih tidak buka,Negatif
bantu digital dana mohon di cepat kan,Positif
aktifin playlater nya dong,Netral
dana sejak tadi pagi sampe sore skrng tidak buka udh semua lakuin kak clear cache lh restart device pin udh tetap aja tidak bsa heran,Netral
dana rusak bangke duit tiba tiba ilang ribu,Negatif
aplikasi suka ngelek,Positif
sangat buruk pihak dana padahal cicil lunas semua kenapa sekarang tida guna fitur dana cicil kan aneh,Negatif
tidak di bukak,Netral
uang juta tiba tiba hilang tiap punya uang dana uang nya suka tiba tiba hilang,Netral
susah masuk karna nomor tidak aktif uang tidak di ambil aplikasi buruk,Negatif
emang aplikasi sialll jangan pke dana dehhh,Netral
kata uang nyata buruk berat uang emas ludess tidak sisa beberapa hari ngajuin komplain tidak gubris,Negatif
dana beg mau masuk aja susah masa,Negatif
mau masuk sekali padahal sedang butuh uang malah nyalahin internet putus tidak stabilah ada ada ja padahal internet normal ribet ruwet bikin orang emosi,Netral
makin buruk dana cicil tidak guna makin gx jelas,Negatif
kebayakn kendala bagus up di baik,Netral
buruk selesai laku bayar dana cicil pas mau pake malah tidak sedia lah juga make habis saya bayar,Negatif
kita kasi bintang satu pas masuk harus pakai kode otp nomor tidak aktif dana ada saldo baik terima kasih,Netral
sekarang dana kog lambat tidak dulu,Negatif
pencuriii,Netral
aplikasi bacot eror terus,Netral
makin update makin plenger nih aplikasi pas masuk pertama lewat wa pin code nya second try malah ganti via email ada aja bukan nambah fitur mudahin malah nyusahin,Positif
tahun pakai dana tidak pernah bagi dana cicil,Netral
app dana payah tidak percaya jamin jamin,Netral
tidak transfer bank payah,Netral
bagus,Positif
percuma kasih fitur dana cicil kalau kagak guna,Netral
aplikasi sangat bohong bagus up malah tidak habis habisin duit aja mending gopay aja,Positif
akhir sering ganggu transfer e wallet,Netral
masuk cuma muncul tampil dana lalu keluar haduehhhh,Netral
payah pas bagi tranfer bank susah banget selalu sibuk,Negatif
sangat buruk akun dana sudah premium sudah banyak sekali laku transaksi tapi akun belum sedia fitur dana instan coba pihak aplikasi lebih peka nilai akun punya,Negatif
ya kak dana cicil paylater tidak muncul aplikasi dana sudah premium,Netral
dana susah buka yah udh satu minggu gin terus,Negatif
akun kena heck uang ilang uda tempat adu dana keliling tetep tidak balik uang,Netral
di aplikasi padahal sinyal stabil tetap tera koneksi buruk padahal koneksi baik baik mohon jelas maaf kalau salah kata,Negatif
min aplikasi dana punya kok gabisa buka pdhl mau ambil uang,Positif
aplikasi apa tidak jelas,Netral
selalu kendala susah tarik tunai operator tidak cepat selesai nya,Negatif
bagus,Positif
buruk,Negatif
buruk sekali aplikasi tidak mau buka buka balik lagu balik ke menu,Negatif
adain buat bayar kredivo,Netral
uang hilang sepengatahuan padahal aktif protect luxu banget akun tidak kait akun akun padahal,Negatif
apl nya buka nya lama tlong baru amanah,Positif
aplikasi nya ngelek poll gajelas tidak kayak aplikasi belah lancar abadi no lek lek,Positif
saran nanti kalau update aplikasi dana tambah fitur tarik uang danagoals di atur tidak di tarik semua jadi sia impi danagoals tarik semua dari awal terimakasih,Netral
coba semua tapi tetep susah buka aplikasi,Negatif
dong kenapa nga guna semua transaksi di upgrade premium bom di instal ulang juga masih sama problem nya harus kasih bintang berapa kalau aplikasi nya ini,Netral
data hari tidak buat kirim ewallet transaksi gimana malah makin buruk,Negatif
ini aplikasine kenapaa yaa kenapaaa masuk tuh susahh bgttt kebukanyaaa dulu asa sat set sekarang lelett bgttt,Negatif
aplikasi makin sini makin buruk,Negatif
aplikasi tidak tanggung jawab uang hilang cuma buat lapor toi tidak proses bilang tim sedang tangan tpi minggu uang tetep tidak balik hati guna aplikasi saya cma warning,Negatif
aman nya ketat,Positif
aplikasi lama lama busuk beli paket jam pagi sampek sekarang tidak masuk padahal nomer di tuju benar apa an aplikasi,Netral
banyak hoak kata dana playlater belum muncul banyak bohong akan hancur aplikasi mu playstore,Netral
kak sudah sering transaksi guna aplikasi dana tapi tidak muncul dana cicil nya djjawab,Netral
ups jadi salah coba nanti,Netral
uang tiba tiba hilang dana transaksi hasil tpi uang di ambil,Negatif
aplikasi absurd total tiap kali mau d pakai hrs uninstal dulu download lg en instal lg bener absurd total en bikin kgak nyaman,Positif
kenapa dana tidak kirim bank y,Netral
lupa sandi,Netral
sya pakai aplikasi dana lama tpi kenepa sekarang aplikasi sidah tidak hubung internet developer baik dulu,Netral
akun cara tidak tahu keluar aplikasi gilir masuk ulang gabisa masuk nge stuck terus,Netral
dana cicil belum muncul muncul padahal transaksi sudah tahun lebih pakai aplikasi dana buruk sekali lebih baik dwonload aplikasi ovo terlalu ribet,Negatif
dana cicil muncul,Netral
aplikasi sampah,Negatif
bintang nya kurang sekarang layan nya makin buruk burik dana buruk ngisi pulsa g masuk padahal uang nya kurang ssuai beli n makin k sini aneh aplikasi y kluar sndiri,Negatif
sangat buruk layan dana bisnis bayar qris proses nya jam tidak gopay merchant lansung terima uang nya drama jujur sangat buruk sekali progam proses karena tunggu jam cair di jam baik sistem nya tidak ini guna dana lebih suka sistem proses itu di hapus di ganti sistem lebih cepat,Positif
buruk dana marchannya transaksi tidak masuk uang layan slow tanggap dm tidak balas,Negatif
okeee,Positif
cara aktif dana paylater,Netral
ya buka dana tidak langsung masuk menu utama mentok logo dana aja hapus cache hapus data ttep gabisa sekali harus uninstall apknya dulu baru download lagi mulai kek awall kan jadi ribett mohonn baik dong plisss,Positif
jadi dana sekarang susah buka baik buruk nie,Negatif
ngx dana cicil nya,Netral
tidak lihat aktivitas padahal sinyal kenceng,Netral
dana sangat manfaat saya tapi sekarang ada dana premium,Netral
hari gua gedeg banget sama aplikasi dana mau pake tapi jaring putus terus pedahal pakai wifi wifi normal buka youtoube lancar pake internetan lancar buka plastor lancar sampe gua uninstal gua donload bisa pake wifi tapi pas mau masuk internet mulu kedal paraaaaah,Positif
dana maling uang ku aja potong ribu,Negatif
uang hilang tapi sahkan dana padahal aman semua pakai kalau uang hilang ratus ribu tidak papa juta tidak tanggung jawab dana percuma lapor tidak tanggung jawab malah di suruh lapor pihak polisi apa nya aplikasi tolol buat rugi,Negatif
gilak mau transfer no baru mesti ngetik dulu sekarang bikin ribet aja males pake dana,Netral
baru kali buruk banget pdhl lama pake dana buat transaksi apa uang tinggal g k aja nya colong pdhl biasa aq gunain buat bayar jd g percaya kl bagus up uang ngeri,Netral
akun dana cicil tidak di guna,Netral
suka ngeleg alas,Positif
skrang dana sering eror susah masuk padahal apdet tlong di baik donk,Negatif
suka leket,Positif
knpa nggak dana cicil,Netral
lama pakai dana beberapa kali kendala transaksi misal transfer bank uang belum masuk tapi uang potong baru banget hari uang tiba tiba kurang padahal tidak laku transaksi apa riwayat transaksi tidak terang malam cek sama tiba tiba siang uang kurang bagaimana yaa solusi sangat kecewa rusak percaya,Negatif
aplikasi sering ganggu y memang d blokir internet lancarr transaksi tidak buruk sekali sekarang,Positif
belum apa apa lu minta rating kerja dulu muas baru gua kasih lu bintang,Netral
uang ku hilang terus bagaimana itu jadi,Negatif
tidak masuk beranda pdhal kouta full jaring bagus,Positif
aplikasi gampang bobol,Netral
cepat,Positif
pertama kali download tapi tidak daftar buat akun baru,Netral
dana tidak di download woyyy,Netral
kok dana tidak koneksi internet mulu padahal data sinyal bagus pula wifi,Positif
buruk tiba akun dana koneksi internet hilang suruh masuk balek padahal kartu hilang uang baru isi dah gsk ngapain muncul koneksi internetmu putus,Negatif
akhir aplikasi dana makin lambat bukan mak in hari kualitas pelayananya tidak bagus,Netral
bagus,Positif
aplikasi dana sekarang eror terus yah,Netral
belum kasih bintang kendala belum selesai tapi mudah mudah depan lebih baik,Netral
bagus,Positif
dana cicil tidak muncul,Netral
min mo nanya pas buka aplikasi dana baca dana henti,Netral
untuk pihak dana mau riset pin kok tidak ya moga cepat baik,Positif
tidak bantu aplikasi dana pindah akun dana pre ke nomor lain nomor lama tidak aktif tetep sulit pihak dana padahal ktp punya verifikasi tetep sulit bantu saya pihak dana jangan kecewa guna aplikasi dana,Positif
koneksi stabil lancar tiba tiba koneksi putus guna aplikasi mohon baik,Positif
buruk aplikasi dana pakai hmpir tahun saya alami masalah mana saya pencet satu fitur atau fitur nya sering jadi rusak lag lalu forclose keluar sendiri aplikasi dana saya harap saya beri ulas ini tlong baik lebih lanjut,Negatif
ko saya gabisa buka padahal jaring bagus memori ada tapi pas masuk aplikasi dana malah ngetak logo dana terus tiba kluar gabisa masuk di jawab min,Positif
lunas tagih dana paylater kini tidak pakai limit seta lunas makin lama makin tidak jelas nih apknya,Netral
ram cukup masa masalah mental mulu sih mau masuk dana makin sini dana makin tidak kompeten sama pakai aplikasi dana developer tinjau keluh costumer dana,Negatif
lumayan,Netral
buat bayar bpjs uang kurang tapi tidak bayar masih tunggak layan tele tele ulur ulur waktu belum selasa urus pergi,Netral
lambat tidak kaya livin mandiri di baik resi transaksi kasih fitur download kalau pake bagi lambat banget responnya sering coba,Negatif
eror terus aja aja eror aplikasi paling payah,Netral
duitt hilang rb sedot balikin tidak,Negatif
limit dana cicil kunci lapor ana tidak mempeebaiki limit alhasil tidak di guna limit dana cicil,Netral
apl apa cok mau buka apl nya tapi kagak,Positif
buruk banget aplikasi ni gmpang dihack org da gtu slh krim dana no kurang angka bsa msuk dana dn tidak bsa kembali dichat pusat bantu gkda gunany,Negatif
buruk aplikasi eror terus tidak uang masuk akun dana dan tulis tidak jaring pdhl pk wifi internet full bgs,Negatif
knpa dana gabisa pakai transaksi apa,Netral
sangat buruk dana sekarang pakai dana tahun pas masuk tidak masuk padahal vervikasi muka di karnakan kode otp nmr nya tidak,Negatif
ni aplikasi kenapaa si mw ganti nomor pake nomor baru pas verivikasi muka malah tidak nali oon bngt sumpah padahal ktp muka jg muka,Netral
aplikasi buruk tidak verifikasi muka hp redmi a mp ai rear camera mp selfie camera aplikasi sangat buruk buruk tidak verifikasi muka dana vis tidak di offin matiin,Negatif
buruk mau masuk koneksi intermu putus pedahal koneksi stabil coba pake wifi sama aja kaya aplikasi abal abal aja gimana mau s s mau masuk aja internetmu putus ada serah kau aja tidak bakal pake ni e wallet,Negatif
kasih bintang dulu karena belum solusi kena masalah dana cicil kenapa tidak di guna saya mohon bantu nya kk,Negatif
aplikasi makin hari makin tak jelas lah baik masa mau transaksi jam jam jam kagak,Netral
ada rusak upgrade tapi kalau mau transfer harus upgrade terus tulis,Negatif
uang bolak balik hilang tidak tangung jawabx,Negatif
lama lama dana sekarang susah di buka biasa cepat baru tidak pake hari aja tidak di buka down load duluth benerin dong jangan lambat kayak orang bawa galon truk,Negatif
tiba tiba eror mana uang banyak,Netral
banyak potong tugas,Negatif
kacaw koneksi putus tidak di pake transaksi parahhh dana parahhh kecewa,Negatif
baik sekali,Netral
jaring tidak setabil maksud apa mungkin aplikasi nya aja tidak stabil hangus gin uang ku di ganti rugi,Negatif
tidak masuk selalu muncul koneksi internet putus padahal jaring normal sudah reinstall aplikasi,Netral
min kasi terang sebab kan apa kalau tidak transaksi utama alas aman,Positif
bayar telat dah bayar lunas limit langsung beku emosional pihak dana kan dah bayar bunga semua kecewa,Netral
sudah henti langgan bulan lalu tpi tetap potong alas tele jawab di jawab si ana ai tidak solusi padahal sudah nonaktif,Netral
hp sama kartu hilang uang hilang sangat tidak aman tanya ana malah bikin tambah pusing,Netral
propesional bagus,Positif
layan csnya buruk sekali,Negatif
lah gimana jaring terus putus padahal sinyal bagus,Positif
ya akun dana gabisa masuk koneksi gaada terus pdhal jaring stabil dong benerin,Netral
amanah,Positif
konyol,Netral
tidak masuk bulan lebih mohon riset divices,Netral
